objectid,bundesland,landkreis,altersgruppe,geschlecht,anzahlfall,anzahltodesfall,meldedatum
153264,Bayern,SK Nürnberg,A35-A59,M,1,0,2020-03-02
153265,Bayern,SK Nürnberg,A35-A59,M,1,0,2020-03-04
153266,Bayern,SK Nürnberg,A35-A59,M,1,0,2020-03-09
153267,Bayern,SK Nürnberg,A35-A59,M,1,0,2020-03-10
153268,Bayern,SK Nürnberg,A35-A59,M,1,0,2020-03-11
153269,Bayern,SK Nürnberg,A35-A59,M,1,0,2020-03-13
153270,Bayern,SK Nürnberg,A35-A59,M,5,0,2020-03-18
153271,Bayern,SK Nürnberg,A35-A59,M,3,0,2020-03-19
153272,Bayern,SK Nürnberg,A35-A59,M,1,0,2020-03-20
153273,Bayern,SK Nürnberg,A35-A59,unbekannt,1,0,2020-03-12
153274,Bayern,SK Nürnberg,A35-A59,W,1,0,2020-03-04
153275,Bayern,SK Nürnberg,A35-A59,W,1,0,2020-03-05
153276,Bayern,SK Nürnberg,A35-A59,W,1,0,2020-03-12
153277,Bayern,SK Nürnberg,A35-A59,W,2,0,2020-03-14
153278,Bayern,SK Nürnberg,A35-A59,W,3,0,2020-03-17
153279,Bayern,SK Nürnberg,A35-A59,W,2,0,2020-03-18
153280,Bayern,SK Nürnberg,A35-A59,W,3,0,2020-03-19
153281,Bayern,SK Nürnberg,A35-A59,W,2,0,2020-03-20
153282,Bayern,SK Nürnberg,A60-A79,M,1,0,2020-03-09
153283,Bayern,SK Nürnberg,A60-A79,M,2,0,2020-03-17
153284,Bayern,SK Nürnberg,A60-A79,M,1,0,2020-03-18
153285,Bayern,SK Nürnberg,A60-A79,M,2,0,2020-03-19
153286,Bayern,SK Nürnberg,A60-A79,W,1,0,2020-03-10
153287,Bayern,SK Nürnberg,A60-A79,W,1,0,2020-03-16
153288,Bayern,SK Nürnberg,A60-A79,W,3,0,2020-03-18
153289,Bayern,SK Nürnberg,A60-A79,W,1,0,2020-03-20
153290,Bayern,SK Nürnberg,A80+,W,1,0,2020-03-10
153291,Bayern,SK Schwabach,A05-A14,M,1,0,2020-03-17
153292,Bayern,SK Schwabach,A35-A59,M,2,0,2020-03-12
153293,Bayern,SK Schwabach,A35-A59,M,1,0,2020-03-15
153294,Bayern,SK Schwabach,A35-A59,M,1,0,2020-03-19
153295,Bayern,SK Schwabach,A35-A59,W,1,0,2020-03-01
153296,Bayern,SK Schwabach,A35-A59,W,1,0,2020-03-17
153297,Bayern,SK Schwabach,A35-A59,W,1,0,2020-03-19
153298,Bayern,LK Ansbach,A15-A34,M,1,0,2020-03-15
153299,Bayern,LK Ansbach,A15-A34,M,1,0,2020-03-20
153300,Bayern,LK Ansbach,A15-A34,W,1,0,2020-03-15
153301,Bayern,LK Ansbach,A35-A59,M,1,0,2020-03-17
153302,Bayern,LK Ansbach,A35-A59,M,1,0,2020-03-18
153303,Bayern,LK Ansbach,A35-A59,M,2,0,2020-03-20
153304,Bayern,LK Ansbach,A35-A59,W,1,0,2020-03-17
153305,Bayern,LK Ansbach,A35-A59,W,1,0,2020-03-19
153306,Bayern,LK Ansbach,A35-A59,W,2,0,2020-03-20
153307,Bayern,LK Ansbach,A60-A79,M,1,0,2020-03-18
153308,Bayern,LK Ansbach,A60-A79,W,1,0,2020-03-17
153309,Bayern,LK Ansbach,A60-A79,W,2,0,2020-03-20
153310,Bayern,LK Ansbach,A80+,M,1,0,2020-03-20
153311,Bayern,LK Erlangen-Höchstadt,A05-A14,M,1,0,2020-03-11
153312,Bayern,LK Erlangen-Höchstadt,A05-A14,W,1,0,2020-03-05
153313,Bayern,LK Erlangen-Höchstadt,A05-A14,W,1,0,2020-03-11
153314,Bayern,LK Erlangen-Höchstadt,A15-A34,M,1,0,2020-03-18
153315,Bayern,LK Erlangen-Höchstadt,A15-A34,M,2,0,2020-03-19
153316,Bayern,LK Erlangen-Höchstadt,A15-A34,W,1,0,2020-03-05
153317,Bayern,LK Erlangen-Höchstadt,A15-A34,W,1,0,2020-03-12
153318,Bayern,LK Erlangen-Höchstadt,A15-A34,W,2,0,2020-03-18
153319,Bayern,LK Erlangen-Höchstadt,A15-A34,W,1,0,2020-03-19
153320,Bayern,LK Erlangen-Höchstadt,A15-A34,W,1,0,2020-03-20
153321,Bayern,LK Erlangen-Höchstadt,A35-A59,M,1,0,2020-03-05
153322,Bayern,LK Erlangen-Höchstadt,A35-A59,M,1,0,2020-03-09
153323,Bayern,LK Erlangen-Höchstadt,A35-A59,M,1,0,2020-03-11
153324,Bayern,LK Erlangen-Höchstadt,A35-A59,M,1,0,2020-03-12
153325,Bayern,LK Erlangen-Höchstadt,A35-A59,M,1,0,2020-03-14
153326,Bayern,LK Erlangen-Höchstadt,A35-A59,M,1,0,2020-03-18
153327,Bayern,LK Erlangen-Höchstadt,A35-A59,M,1,0,2020-03-19
153328,Bayern,LK Erlangen-Höchstadt,A35-A59,M,1,0,2020-03-20
153329,Bayern,LK Fürth,A15-A34,M,2,0,2020-03-18
153330,Bayern,LK Fürth,A15-A34,W,1,0,2020-03-14
153331,Bayern,LK Fürth,A15-A34,W,1,0,2020-03-16
153332,Bayern,LK Fürth,A15-A34,W,1,0,2020-03-18
153333,Bayern,LK Fürth,A35-A59,M,1,0,2020-03-07
153334,Bayern,LK Fürth,A35-A59,M,1,0,2020-03-16
153335,Bayern,LK Fürth,A35-A59,M,2,0,2020-03-18
153336,Bayern,LK Fürth,A35-A59,W,1,0,2020-03-07
153337,Bayern,LK Fürth,A35-A59,W,1,0,2020-03-11
153338,Bayern,LK Fürth,A35-A59,W,1,0,2020-03-18
153339,Bayern,LK Fürth,A35-A59,W,1,0,2020-03-20
153340,Bayern,LK Fürth,A60-A79,W,1,0,2020-03-20
153341,Bayern,LK Nürnberger Land,A00-A04,W,1,0,2020-03-18
153342,Bayern,LK Nürnberger Land,A00-A04,W,1,0,2020-03-19
153343,Bayern,LK Nürnberger Land,A15-A34,M,1,0,2020-03-12
153344,Bayern,LK Nürnberger Land,A15-A34,M,1,0,2020-03-19
153345,Bayern,LK Nürnberger Land,A15-A34,M,3,0,2020-03-20
153346,Bayern,LK Nürnberger Land,A15-A34,W,1,0,2020-03-15
153347,Bayern,LK Nürnberger Land,A15-A34,W,1,0,2020-03-16
153348,Bayern,LK Nürnberger Land,A15-A34,W,1,0,2020-03-18
153349,Bayern,LK Nürnberger Land,A15-A34,W,2,0,2020-03-20
153350,Bayern,LK Nürnberger Land,A35-A59,M,1,0,2020-03-13
153351,Bayern,LK Nürnberger Land,A35-A59,M,2,0,2020-03-15
153352,Bayern,LK Nürnberger Land,A35-A59,M,5,0,2020-03-18
153353,Bayern,LK Nürnberger Land,A35-A59,M,2,0,2020-03-19
153354,Bayern,LK Nürnberger Land,A35-A59,M,3,0,2020-03-20
153355,Bayern,LK Nürnberger Land,A35-A59,W,1,0,2020-03-15
153356,Bayern,LK Nürnberger Land,A35-A59,W,2,0,2020-03-17
153357,Bayern,LK Nürnberger Land,A35-A59,W,1,0,2020-03-19
153358,Bayern,LK Nürnberger Land,A35-A59,W,4,0,2020-03-20
153359,Bayern,LK Nürnberger Land,A60-A79,M,2,0,2020-03-17
153360,Bayern,LK Nürnberger Land,A60-A79,M,2,0,2020-03-19
153361,Bayern,LK Nürnberger Land,A60-A79,W,1,0,2020-03-19
153362,Bayern,LK Nürnberger Land,A80+,M,2,0,2020-03-20
153363,Bayern,LK Neustadt a.d.Aisch-Bad Windsheim,A15-A34,M,1,0,2020-03-09
153364,Bayern,LK Neustadt a.d.Aisch-Bad Windsheim,A15-A34,M,1,0,2020-03-10
153365,Bayern,LK Neustadt a.d.Aisch-Bad Windsheim,A15-A34,M,1,0,2020-03-20
153366,Bayern,LK Neustadt a.d.Aisch-Bad Windsheim,A15-A34,W,1,0,2020-03-09
153367,Bayern,LK Neustadt a.d.Aisch-Bad Windsheim,A35-A59,M,1,0,2020-03-10
153368,Bayern,LK Neustadt a.d.Aisch-Bad Windsheim,A35-A59,M,2,0,2020-03-19
153369,Bayern,LK Neustadt a.d.Aisch-Bad Windsheim,A60-A79,M,1,0,2020-03-19
153370,Bayern,LK Neustadt a.d.Aisch-Bad Windsheim,A60-A79,M,1,0,2020-03-20
153371,Bayern,LK Roth,A15-A34,M,1,0,2020-03-18
153372,Bayern,LK Roth,A15-A34,W,1,0,2020-03-19
153373,Bayern,LK Roth,A35-A59,M,1,0,2020-03-04
153374,Bayern,LK Roth,A35-A59,M,1,0,2020-03-09
153375,Bayern,LK Roth,A35-A59,M,1,0,2020-03-12
153376,Bayern,LK Roth,A35-A59,M,1,0,2020-03-14
153377,Bayern,LK Roth,A35-A59,M,1,0,2020-03-16
153378,Bayern,LK Roth,A35-A59,M,1,0,2020-03-17
153379,Bayern,LK Roth,A35-A59,W,1,0,2020-03-09
153380,Bayern,LK Roth,A35-A59,W,1,0,2020-03-13
153381,Bayern,LK Roth,A35-A59,W,1,0,2020-03-17
153382,Bayern,LK Weißenburg-Gunzenhausen,A15-A34,M,1,0,2020-03-18
153383,Bayern,LK Weißenburg-Gunzenhausen,A15-A34,W,1,0,2020-03-18
153384,Bayern,LK Weißenburg-Gunzenhausen,A35-A59,M,1,0,2020-03-12
153385,Bayern,LK Weißenburg-Gunzenhausen,A35-A59,M,2,0,2020-03-18
153386,Bayern,LK Weißenburg-Gunzenhausen,A35-A59,W,1,0,2020-03-11
153387,Bayern,LK Weißenburg-Gunzenhausen,A60-A79,M,1,0,2020-03-18
153388,Bayern,LK Weißenburg-Gunzenhausen,A60-A79,M,1,0,2020-03-19
153389,Bayern,SK Aschaffenburg,A05-A14,M,4,0,2020-03-13
153390,Bayern,SK Aschaffenburg,A05-A14,W,2,0,2020-03-13
153391,Bayern,SK Aschaffenburg,A15-A34,M,1,0,2020-03-15
153392,Bayern,SK Aschaffenburg,A15-A34,unbekannt,1,0,2020-03-13
153393,Bayern,SK Aschaffenburg,A15-A34,W,1,0,2020-03-13
153394,Bayern,SK Aschaffenburg,A15-A34,W,1,0,2020-03-14
153395,Bayern,SK Aschaffenburg,A35-A59,M,2,0,2020-03-13
153396,Bayern,SK Aschaffenburg,A35-A59,W,1,0,2020-03-13
153397,Bayern,SK Aschaffenburg,A35-A59,W,1,0,2020-03-16
153398,Bayern,SK Aschaffenburg,A35-A59,W,1,0,2020-03-18
153399,Bayern,SK Aschaffenburg,A35-A59,W,2,0,2020-03-19
153400,Bayern,SK Würzburg,A05-A14,M,1,0,2020-03-09
153401,Bayern,SK Würzburg,A05-A14,M,1,0,2020-03-10
153402,Bayern,SK Würzburg,A15-A34,M,1,0,2020-03-05
153403,Bayern,SK Würzburg,A15-A34,W,1,0,2020-03-12
153404,Bayern,SK Würzburg,A35-A59,M,1,0,2020-03-13
153405,Bayern,SK Würzburg,A35-A59,M,1,0,2020-03-19
153406,Bayern,SK Würzburg,A35-A59,W,1,0,2020-03-09
153407,Bayern,SK Würzburg,A35-A59,W,1,0,2020-03-13
153408,Bayern,SK Würzburg,A60-A79,W,1,0,2020-03-13
153409,Bayern,SK Würzburg,A60-A79,W,1,0,2020-03-14
153410,Bayern,SK Würzburg,A80+,M,1,1,2020-03-10
153411,Bayern,SK Würzburg,A80+,M,1,1,2020-03-12
153412,Bayern,SK Würzburg,A80+,M,1,0,2020-03-13
153413,Bayern,SK Würzburg,A80+,M,1,1,2020-03-17
153414,Bayern,SK Würzburg,A80+,W,1,1,2020-03-13
153415,Bayern,SK Würzburg,A80+,W,1,0,2020-03-16
153416,Bayern,SK Würzburg,A80+,W,1,1,2020-03-17
153417,Bayern,SK Würzburg,A80+,W,1,1,2020-03-20
153418,Bayern,LK Aschaffenburg,A05-A14,W,1,0,2020-03-13
153419,Bayern,LK Aschaffenburg,A15-A34,M,1,0,2020-03-14
153420,Bayern,LK Aschaffenburg,A15-A34,M,1,0,2020-03-18
153421,Bayern,LK Aschaffenburg,A15-A34,M,1,0,2020-03-19
153422,Bayern,LK Aschaffenburg,A15-A34,W,1,0,2020-03-14
153423,Bayern,LK Aschaffenburg,A15-A34,W,3,0,2020-03-16
153424,Bayern,LK Aschaffenburg,A15-A34,W,3,0,2020-03-17
153425,Bayern,LK Aschaffenburg,A15-A34,W,1,0,2020-03-20
153426,Bayern,LK Aschaffenburg,A35-A59,M,1,0,2020-03-12
153427,Bayern,LK Aschaffenburg,A35-A59,M,1,0,2020-03-13
153428,Bayern,LK Aschaffenburg,A35-A59,M,1,0,2020-03-14
153429,Bayern,LK Aschaffenburg,A35-A59,M,1,0,2020-03-16
153430,Bayern,LK Aschaffenburg,A35-A59,M,4,0,2020-03-17
153431,Bayern,LK Aschaffenburg,A35-A59,M,1,0,2020-03-18
153432,Bayern,LK Aschaffenburg,A35-A59,M,1,0,2020-03-19
153433,Bayern,LK Aschaffenburg,A35-A59,W,1,0,2020-03-12
153434,Bayern,LK Aschaffenburg,A35-A59,W,3,0,2020-03-13
153435,Bayern,LK Aschaffenburg,A35-A59,W,2,0,2020-03-14
153436,Bayern,LK Aschaffenburg,A35-A59,W,2,0,2020-03-16
153437,Bayern,LK Aschaffenburg,A35-A59,W,1,0,2020-03-18
153438,Bayern,LK Aschaffenburg,A35-A59,W,1,0,2020-03-19
153439,Bayern,LK Aschaffenburg,A35-A59,W,1,0,2020-03-20
153440,Bayern,LK Aschaffenburg,A60-A79,M,3,0,2020-03-18
153441,Bayern,LK Aschaffenburg,A60-A79,M,1,0,2020-03-19
153442,Bayern,LK Aschaffenburg,A60-A79,M,1,0,2020-03-20
153443,Bayern,LK Aschaffenburg,A60-A79,W,1,0,2020-03-16
153444,Bayern,LK Bad Kissingen,A15-A34,M,1,0,2020-03-05
153445,Bayern,LK Bad Kissingen,A15-A34,M,1,0,2020-03-18
153446,Bayern,LK Bad Kissingen,A15-A34,W,1,0,2020-03-18
153447,Bayern,LK Bad Kissingen,A35-A59,M,1,0,2020-03-11
153448,Bayern,LK Bad Kissingen,A35-A59,M,1,0,2020-03-17
153449,Bayern,LK Bad Kissingen,A35-A59,M,2,0,2020-03-20
153450,Bayern,LK Bad Kissingen,A60-A79,M,1,0,2020-03-11
153451,Bayern,LK Bad Kissingen,A60-A79,M,2,0,2020-03-17
153452,Bayern,LK Bad Kissingen,A60-A79,M,2,0,2020-03-20
153453,Bayern,LK Bad Kissingen,A60-A79,W,1,0,2020-03-17
153454,Bayern,LK Bad Kissingen,A60-A79,W,1,0,2020-03-20
153455,Bayern,LK Rhön-Grabfeld,A15-A34,M,1,0,2020-03-12
153456,Bayern,LK Rhön-Grabfeld,A15-A34,M,1,0,2020-03-16
153457,Bayern,LK Rhön-Grabfeld,A15-A34,M,1,0,2020-03-19
153458,Bayern,LK Rhön-Grabfeld,A15-A34,W,2,0,2020-03-19
153459,Bayern,LK Rhön-Grabfeld,A15-A34,W,1,0,2020-03-20
153460,Bayern,LK Rhön-Grabfeld,A35-A59,M,1,0,2020-03-12
153461,Bayern,LK Rhön-Grabfeld,A35-A59,M,1,0,2020-03-19
153462,Bayern,LK Rhön-Grabfeld,A35-A59,W,1,0,2020-03-19
153463,Bayern,LK Rhön-Grabfeld,A35-A59,W,1,0,2020-03-20
153464,Bayern,LK Rhön-Grabfeld,A60-A79,M,1,0,2020-03-17
153465,Bayern,LK Haßberge,A15-A34,M,1,0,2020-03-18
153466,Bayern,LK Haßberge,A15-A34,M,1,0,2020-03-19
153467,Bayern,LK Haßberge,A15-A34,W,1,0,2020-03-11
153468,Bayern,LK Haßberge,A15-A34,W,1,0,2020-03-16
153469,Bayern,LK Haßberge,A15-A34,W,1,0,2020-03-19
153470,Bayern,LK Haßberge,A15-A34,W,1,0,2020-03-20
153471,Bayern,LK Haßberge,A35-A59,M,2,0,2020-03-12
153472,Bayern,LK Haßberge,A35-A59,W,1,0,2020-03-12
153473,Bayern,LK Haßberge,A35-A59,W,1,0,2020-03-14
153474,Bayern,LK Haßberge,A35-A59,W,1,0,2020-03-18
153475,Bayern,LK Haßberge,A35-A59,W,2,0,2020-03-20
153476,Bayern,LK Haßberge,A60-A79,W,1,0,2020-03-13
153477,Bayern,LK Kitzingen,A35-A59,M,1,0,2020-03-13
153478,Bayern,LK Kitzingen,A35-A59,W,1,0,2020-03-12
153479,Bayern,LK Kitzingen,A60-A79,M,1,0,2020-03-10
153480,Bayern,LK Kitzingen,A60-A79,W,1,0,2020-03-12
153481,Bayern,LK Kitzingen,A60-A79,W,1,0,2020-03-18
153482,Bayern,LK Kitzingen,A80+,M,1,0,2020-03-19
153483,Bayern,LK Miltenberg,A15-A34,M,1,0,2020-03-16
153484,Bayern,LK Miltenberg,A15-A34,W,2,0,2020-03-14
153485,Bayern,LK Miltenberg,A15-A34,W,1,0,2020-03-17
153486,Bayern,LK Miltenberg,A35-A59,M,1,0,2020-03-12
153487,Bayern,LK Miltenberg,A35-A59,M,1,0,2020-03-14
153488,Bayern,LK Miltenberg,A35-A59,M,3,0,2020-03-18
153489,Bayern,LK Miltenberg,A35-A59,M,1,0,2020-03-19
153490,Bayern,LK Miltenberg,A35-A59,W,1,0,2020-03-17
153491,Bayern,LK Miltenberg,A35-A59,W,2,0,2020-03-18
153492,Bayern,LK Miltenberg,A35-A59,W,2,0,2020-03-19
153493,Bayern,LK Miltenberg,A60-A79,M,1,0,2020-03-17
153494,Bayern,LK Miltenberg,A60-A79,M,1,0,2020-03-18
153495,Bayern,LK Miltenberg,A60-A79,W,1,0,2020-03-17
153496,Bayern,LK Miltenberg,A80+,W,1,0,2020-03-19
153497,Bayern,LK Main-Spessart,A05-A14,M,1,0,2020-03-09
153498,Bayern,LK Main-Spessart,A15-A34,M,1,0,2020-03-12
153499,Bayern,LK Main-Spessart,A15-A34,M,1,0,2020-03-19
153500,Bayern,LK Main-Spessart,A15-A34,W,1,0,2020-03-18
153501,Bayern,LK Main-Spessart,A35-A59,M,1,0,2020-03-13
153502,Bayern,LK Main-Spessart,A35-A59,M,1,0,2020-03-19
153503,Bayern,LK Main-Spessart,A35-A59,W,2,0,2020-03-13
153504,Bayern,LK Main-Spessart,A35-A59,W,2,0,2020-03-16
153505,Bayern,LK Main-Spessart,A35-A59,W,1,0,2020-03-19
153506,Bayern,LK Schweinfurt,A05-A14,M,1,0,2020-03-11
153507,Bayern,LK Schweinfurt,A35-A59,M,1,0,2020-03-13
153508,Bayern,LK Schweinfurt,A35-A59,W,1,0,2020-03-11
153509,Bayern,LK Schweinfurt,A35-A59,W,1,0,2020-03-13
153510,Bayern,LK Würzburg,A15-A34,M,1,0,2020-03-09
153511,Bayern,LK Würzburg,A15-A34,M,1,0,2020-03-14
153512,Bayern,LK Würzburg,A35-A59,W,1,0,2020-03-12
153513,Bayern,LK Würzburg,A35-A59,W,1,0,2020-03-14
153514,Bayern,LK Würzburg,A60-A79,M,1,0,2020-03-13
153515,Bayern,LK Würzburg,A60-A79,W,1,0,2020-03-13
153516,Bayern,LK Würzburg,A80+,M,1,1,2020-03-10
153517,Bayern,LK Würzburg,A80+,M,1,1,2020-03-14
153518,Bayern,LK Würzburg,A80+,unbekannt,1,0,2020-03-13
153519,Bayern,LK Würzburg,A80+,W,1,1,2020-03-20
153520,Bayern,SK Augsburg,A15-A34,M,1,0,2020-03-09
153521,Bayern,SK Augsburg,A15-A34,M,2,0,2020-03-19
153522,Bayern,SK Augsburg,A15-A34,W,1,0,2020-03-10
153523,Bayern,SK Augsburg,A15-A34,W,1,0,2020-03-11
153524,Bayern,SK Augsburg,A15-A34,W,1,0,2020-03-15
153525,Bayern,SK Augsburg,A15-A34,W,3,0,2020-03-17
153526,Bayern,SK Augsburg,A15-A34,W,2,0,2020-03-19
153527,Bayern,SK Augsburg,A15-A34,W,2,0,2020-03-20
153528,Bayern,SK Augsburg,A35-A59,M,1,0,2020-03-06
153529,Bayern,SK Augsburg,A35-A59,M,1,0,2020-03-10
153530,Bayern,SK Augsburg,A35-A59,M,2,0,2020-03-12
153531,Bayern,SK Augsburg,A35-A59,M,1,0,2020-03-15
153532,Bayern,SK Augsburg,A35-A59,M,1,0,2020-03-16
153533,Bayern,SK Augsburg,A35-A59,M,1,0,2020-03-17
153534,Bayern,SK Augsburg,A35-A59,M,2,0,2020-03-18
153535,Bayern,SK Augsburg,A35-A59,M,1,0,2020-03-19
153536,Bayern,SK Augsburg,A35-A59,W,2,0,2020-03-12
153537,Bayern,SK Augsburg,A35-A59,W,1,0,2020-03-15
153538,Bayern,SK Augsburg,A35-A59,W,3,0,2020-03-17
153539,Bayern,SK Augsburg,A35-A59,W,1,0,2020-03-18
153540,Bayern,SK Augsburg,A35-A59,W,3,0,2020-03-19
153541,Bayern,SK Augsburg,A35-A59,W,1,0,2020-03-20
153542,Bayern,SK Augsburg,A60-A79,M,1,0,2020-03-12
153543,Bayern,SK Augsburg,A60-A79,M,1,0,2020-03-19
153544,Bayern,SK Augsburg,A60-A79,W,1,0,2020-03-18
153545,Bayern,SK Augsburg,A80+,M,1,0,2020-03-20
153546,Bayern,SK Memmingen,A05-A14,W,1,0,2020-03-18
153547,Bayern,SK Memmingen,A35-A59,M,2,0,2020-03-18
153548,Bayern,SK Memmingen,A35-A59,M,2,0,2020-03-19
153549,Bayern,SK Memmingen,A35-A59,M,1,0,2020-03-20
153550,Bayern,SK Memmingen,A35-A59,unbekannt,1,0,2020-03-20
153551,Bayern,SK Memmingen,A35-A59,W,2,0,2020-03-16
153552,Bayern,SK Memmingen,A35-A59,W,1,0,2020-03-18
153553,Bayern,SK Memmingen,A35-A59,W,1,0,2020-03-19
153554,Bayern,SK Memmingen,A60-A79,M,1,0,2020-03-13
153555,Bayern,SK Memmingen,A60-A79,M,1,0,2020-03-20
153556,Bayern,SK Memmingen,A60-A79,W,1,0,2020-03-18
153557,Bayern,LK Aichach-Friedberg,A15-A34,W,1,0,2020-03-04
153558,Bayern,LK Aichach-Friedberg,A15-A34,W,1,0,2020-03-16
153559,Bayern,LK Aichach-Friedberg,A35-A59,M,1,0,2020-03-10
153560,Bayern,LK Aichach-Friedberg,A35-A59,M,1,0,2020-03-12
153561,Bayern,LK Aichach-Friedberg,A35-A59,M,1,0,2020-03-13
153562,Bayern,LK Aichach-Friedberg,A35-A59,M,1,0,2020-03-16
153563,Bayern,LK Aichach-Friedberg,A35-A59,M,1,0,2020-03-17
153564,Bayern,LK Aichach-Friedberg,A35-A59,M,1,0,2020-03-19
153565,Bayern,LK Aichach-Friedberg,A35-A59,W,1,0,2020-03-12
153566,Bayern,LK Aichach-Friedberg,A35-A59,W,1,0,2020-03-17
153567,Bayern,LK Aichach-Friedberg,A35-A59,W,4,0,2020-03-18
153568,Bayern,LK Aichach-Friedberg,A60-A79,W,1,0,2020-03-13
153569,Bayern,LK Augsburg,A05-A14,M,1,0,2020-03-18
153570,Bayern,LK Augsburg,A05-A14,W,1,0,2020-03-11
153571,Bayern,LK Augsburg,A05-A14,W,1,0,2020-03-18
153572,Bayern,LK Augsburg,A15-A34,M,1,0,2020-03-13
153573,Bayern,LK Augsburg,A15-A34,M,1,0,2020-03-17
153574,Bayern,LK Augsburg,A15-A34,W,1,0,2020-03-11
153575,Bayern,LK Augsburg,A15-A34,W,2,0,2020-03-13
153576,Bayern,LK Augsburg,A15-A34,W,1,0,2020-03-19
153577,Bayern,LK Augsburg,A35-A59,M,6,0,2020-03-11
153578,Bayern,LK Augsburg,A35-A59,M,3,0,2020-03-13
153579,Bayern,LK Augsburg,A35-A59,M,1,0,2020-03-17
153580,Bayern,LK Augsburg,A35-A59,M,6,0,2020-03-18
153581,Bayern,LK Augsburg,A35-A59,M,2,0,2020-03-19
153582,Bayern,LK Augsburg,A35-A59,W,4,0,2020-03-11
153583,Bayern,LK Augsburg,A35-A59,W,1,0,2020-03-12
153584,Bayern,LK Augsburg,A35-A59,W,2,0,2020-03-13
153585,Bayern,LK Augsburg,A35-A59,W,1,0,2020-03-18
153586,Bayern,LK Augsburg,A35-A59,W,1,0,2020-03-19
153587,Bayern,LK Augsburg,A60-A79,M,4,0,2020-03-11
153588,Bayern,LK Augsburg,A60-A79,M,1,0,2020-03-17
153589,Bayern,LK Augsburg,A60-A79,M,1,0,2020-03-18
153590,Bayern,LK Augsburg,A60-A79,M,1,0,2020-03-19
153591,Bayern,LK Augsburg,A60-A79,W,1,0,2020-03-18
153592,Bayern,LK Augsburg,A60-A79,W,1,0,2020-03-19
153593,Bayern,LK Augsburg,unbekannt,M,2,0,2020-03-13
153594,Bayern,LK Dillingen a.d.Donau,A15-A34,W,1,0,2020-03-19
153595,Bayern,LK Dillingen a.d.Donau,A35-A59,M,2,0,2020-03-19
153596,Bayern,LK Dillingen a.d.Donau,A35-A59,W,1,0,2020-03-18
153597,Bayern,LK Dillingen a.d.Donau,A35-A59,W,1,0,2020-03-19
153598,Bayern,LK Dillingen a.d.Donau,unbekannt,M,1,0,2020-03-19
153599,Bayern,LK Günzburg,A00-A04,M,1,0,2020-03-19
153600,Bayern,LK Günzburg,A00-A04,W,1,0,2020-03-19
153601,Bayern,LK Günzburg,A15-A34,M,1,0,2020-03-19
153602,Bayern,LK Günzburg,A35-A59,M,1,0,2020-03-13
153603,Bayern,LK Günzburg,A35-A59,M,1,0,2020-03-14
153604,Bayern,LK Günzburg,A35-A59,M,1,0,2020-03-19
153605,Bayern,LK Günzburg,A35-A59,unbekannt,1,0,2020-03-19
153606,Bayern,LK Günzburg,A60-A79,M,2,0,2020-03-19
153607,Bayern,LK Günzburg,A80+,W,1,0,2020-03-17
153608,Bayern,LK Günzburg,unbekannt,W,2,0,2020-03-19
153609,Bayern,LK Neu-Ulm,A05-A14,M,1,0,2020-03-14
153610,Bayern,LK Neu-Ulm,A15-A34,M,2,0,2020-03-17
153611,Bayern,LK Neu-Ulm,A15-A34,M,1,0,2020-03-19
153612,Bayern,LK Neu-Ulm,A15-A34,W,1,0,2020-03-14
153613,Bayern,LK Neu-Ulm,A15-A34,W,1,0,2020-03-17
153614,Bayern,LK Neu-Ulm,A35-A59,M,1,0,2020-03-05
153615,Bayern,LK Neu-Ulm,A35-A59,M,1,0,2020-03-11
153616,Bayern,LK Neu-Ulm,A35-A59,M,1,0,2020-03-13
153617,Bayern,LK Neu-Ulm,A35-A59,M,2,0,2020-03-18
153618,Bayern,LK Neu-Ulm,A35-A59,M,3,0,2020-03-19
153619,Bayern,LK Neu-Ulm,A35-A59,W,1,0,2020-03-05
153620,Bayern,LK Neu-Ulm,A35-A59,W,1,0,2020-03-13
153621,Bayern,LK Neu-Ulm,A35-A59,W,2,0,2020-03-17
153622,Bayern,LK Neu-Ulm,A35-A59,W,3,0,2020-03-19
153623,Bayern,LK Neu-Ulm,A60-A79,M,2,0,2020-03-13
153624,Bayern,LK Neu-Ulm,A60-A79,M,1,0,2020-03-17
153625,Bayern,LK Neu-Ulm,A60-A79,M,1,0,2020-03-20
153626,Bayern,LK Neu-Ulm,A60-A79,W,1,0,2020-03-16
153627,Bayern,LK Neu-Ulm,A60-A79,W,1,0,2020-03-19
153628,Bayern,LK Neu-Ulm,A80+,M,1,1,2020-03-13
153629,Bayern,LK Neu-Ulm,A80+,M,1,0,2020-03-19
153630,Bayern,LK Lindau,A05-A14,W,1,0,2020-03-12
153631,Bayern,LK Lindau,A15-A34,M,1,0,2020-03-13
153632,Bayern,LK Lindau,A15-A34,M,2,0,2020-03-17
153633,Bayern,LK Lindau,A15-A34,M,2,0,2020-03-19
153634,Bayern,LK Lindau,A15-A34,W,2,0,2020-03-09
153635,Bayern,LK Lindau,A15-A34,W,1,0,2020-03-10
153636,Bayern,LK Lindau,A15-A34,W,1,0,2020-03-13
153637,Bayern,LK Lindau,A15-A34,W,1,0,2020-03-15
153638,Bayern,LK Lindau,A35-A59,M,2,0,2020-03-09
153639,Bayern,LK Lindau,A35-A59,M,1,0,2020-03-13
