objectid,bundesland,landkreis,altersgruppe,geschlecht,anzahlfall,anzahltodesfall,meldedatum
149351,Hessen,SK Frankfurt am Main,A35-A59,W,6,0,2020-03-20
149352,Hessen,SK Frankfurt am Main,A60-A79,M,2,0,2020-03-16
149353,Hessen,SK Frankfurt am Main,A60-A79,M,4,0,2020-03-17
149354,Hessen,SK Frankfurt am Main,A60-A79,M,3,0,2020-03-19
149355,Hessen,SK Frankfurt am Main,A60-A79,M,2,0,2020-03-20
149356,Hessen,SK Frankfurt am Main,A60-A79,W,1,0,2020-03-11
149357,Hessen,SK Frankfurt am Main,A60-A79,W,2,0,2020-03-13
149358,Hessen,SK Frankfurt am Main,A60-A79,W,2,0,2020-03-18
149359,Hessen,SK Frankfurt am Main,A60-A79,W,1,0,2020-03-19
149360,Hessen,SK Frankfurt am Main,A80+,M,1,0,2020-03-20
149361,Hessen,SK Frankfurt am Main,unbekannt,unbekannt,1,0,2020-03-18
149362,Hessen,SK Offenbach,A15-A34,M,1,0,2020-03-17
149363,Hessen,SK Offenbach,A35-A59,M,2,0,2020-03-16
149364,Hessen,SK Offenbach,A35-A59,W,1,0,2020-03-09
149365,Hessen,SK Offenbach,A35-A59,W,1,0,2020-03-17
149366,Hessen,SK Offenbach,A35-A59,W,1,0,2020-03-19
149367,Hessen,SK Wiesbaden,A00-A04,W,1,0,2020-03-19
149368,Hessen,SK Wiesbaden,A05-A14,M,1,0,2020-03-11
149369,Hessen,SK Wiesbaden,A05-A14,M,1,0,2020-03-16
149370,Hessen,SK Wiesbaden,A05-A14,M,1,0,2020-03-19
149371,Hessen,SK Wiesbaden,A05-A14,W,1,0,2020-03-19
149372,Hessen,SK Wiesbaden,A05-A14,W,1,0,2020-03-20
149373,Hessen,SK Wiesbaden,A15-A34,M,3,0,2020-03-16
149374,Hessen,SK Wiesbaden,A15-A34,M,1,0,2020-03-18
149375,Hessen,SK Wiesbaden,A15-A34,W,1,0,2020-03-16
149376,Hessen,SK Wiesbaden,A15-A34,W,1,0,2020-03-17
149377,Hessen,SK Wiesbaden,A15-A34,W,1,0,2020-03-18
149378,Hessen,SK Wiesbaden,A15-A34,W,2,0,2020-03-19
149379,Hessen,SK Wiesbaden,A35-A59,M,1,0,2020-03-11
149380,Hessen,SK Wiesbaden,A35-A59,M,1,0,2020-03-12
149381,Hessen,SK Wiesbaden,A35-A59,M,1,0,2020-03-13
149382,Hessen,SK Wiesbaden,A35-A59,M,5,0,2020-03-16
149383,Hessen,SK Wiesbaden,A35-A59,M,1,0,2020-03-17
149384,Hessen,SK Wiesbaden,A35-A59,M,2,0,2020-03-18
149385,Hessen,SK Wiesbaden,A35-A59,M,2,0,2020-03-19
149386,Hessen,SK Wiesbaden,A35-A59,M,5,0,2020-03-20
149387,Hessen,SK Wiesbaden,A35-A59,W,1,0,2020-03-09
149388,Hessen,SK Wiesbaden,A35-A59,W,1,0,2020-03-16
149389,Hessen,SK Wiesbaden,A35-A59,W,1,0,2020-03-18
149390,Hessen,SK Wiesbaden,A35-A59,W,4,0,2020-03-19
149391,Hessen,SK Wiesbaden,A35-A59,W,4,0,2020-03-20
149392,Hessen,SK Wiesbaden,A60-A79,M,2,0,2020-03-11
149393,Hessen,SK Wiesbaden,A60-A79,M,1,1,2020-03-18
149394,Hessen,SK Wiesbaden,A60-A79,M,1,0,2020-03-19
149395,Hessen,SK Wiesbaden,A60-A79,M,2,0,2020-03-20
149396,Hessen,SK Wiesbaden,A60-A79,W,1,0,2020-03-16
149397,Hessen,SK Wiesbaden,unbekannt,M,1,0,2020-03-18
149398,Hessen,LK Bergstraße,A15-A34,M,2,0,2020-03-16
149399,Hessen,LK Bergstraße,A15-A34,M,1,0,2020-03-18
149400,Hessen,LK Bergstraße,A15-A34,M,2,0,2020-03-19
149401,Hessen,LK Bergstraße,A15-A34,M,1,0,2020-03-20
149402,Hessen,LK Bergstraße,A15-A34,W,1,0,2020-03-17
149403,Hessen,LK Bergstraße,A15-A34,W,1,0,2020-03-19
149404,Hessen,LK Bergstraße,A35-A59,M,1,0,2020-03-11
149405,Hessen,LK Bergstraße,A35-A59,M,6,0,2020-03-16
149406,Hessen,LK Bergstraße,A35-A59,M,3,0,2020-03-18
149407,Hessen,LK Bergstraße,A35-A59,M,2,0,2020-03-19
149408,Hessen,LK Bergstraße,A35-A59,M,1,0,2020-03-20
149409,Hessen,LK Bergstraße,A35-A59,W,1,0,2020-03-03
149410,Hessen,LK Bergstraße,A35-A59,W,1,0,2020-03-09
149411,Hessen,LK Bergstraße,A35-A59,W,1,0,2020-03-10
149412,Hessen,LK Bergstraße,A35-A59,W,3,0,2020-03-16
149413,Hessen,LK Bergstraße,A35-A59,W,4,0,2020-03-17
149414,Hessen,LK Bergstraße,A35-A59,W,2,0,2020-03-20
149415,Hessen,LK Bergstraße,A60-A79,W,1,0,2020-03-12
149416,Hessen,LK Bergstraße,A60-A79,W,1,0,2020-03-16
149417,Hessen,LK Bergstraße,A60-A79,W,1,0,2020-03-17
149418,Hessen,LK Bergstraße,A60-A79,W,2,0,2020-03-19
149419,Hessen,LK Darmstadt-Dieburg,A05-A14,W,1,0,2020-03-16
149420,Hessen,LK Darmstadt-Dieburg,A15-A34,M,1,0,2020-03-12
149421,Hessen,LK Darmstadt-Dieburg,A15-A34,M,1,0,2020-03-16
149422,Hessen,LK Darmstadt-Dieburg,A15-A34,M,4,0,2020-03-17
149423,Hessen,LK Darmstadt-Dieburg,A15-A34,M,4,0,2020-03-19
149424,Hessen,LK Darmstadt-Dieburg,A15-A34,M,5,0,2020-03-20
149425,Hessen,LK Darmstadt-Dieburg,A15-A34,W,2,0,2020-03-20
149426,Hessen,LK Darmstadt-Dieburg,A35-A59,M,1,0,2020-03-12
149427,Hessen,LK Darmstadt-Dieburg,A35-A59,M,2,0,2020-03-16
149428,Hessen,LK Darmstadt-Dieburg,A35-A59,M,3,0,2020-03-17
149429,Hessen,LK Darmstadt-Dieburg,A35-A59,M,2,0,2020-03-18
149430,Hessen,LK Darmstadt-Dieburg,A35-A59,M,8,0,2020-03-19
149431,Hessen,LK Darmstadt-Dieburg,A35-A59,M,8,0,2020-03-20
149432,Hessen,LK Darmstadt-Dieburg,A35-A59,W,1,0,2020-03-12
149433,Hessen,LK Darmstadt-Dieburg,A35-A59,W,3,0,2020-03-17
149434,Hessen,LK Darmstadt-Dieburg,A35-A59,W,3,0,2020-03-19
149435,Hessen,LK Darmstadt-Dieburg,A35-A59,W,6,0,2020-03-20
149436,Hessen,LK Darmstadt-Dieburg,A60-A79,M,1,0,2020-03-13
149437,Hessen,LK Darmstadt-Dieburg,A60-A79,M,1,0,2020-03-17
149438,Hessen,LK Darmstadt-Dieburg,A60-A79,M,2,0,2020-03-20
149439,Hessen,LK Darmstadt-Dieburg,A60-A79,W,2,0,2020-03-18
149440,Hessen,LK Darmstadt-Dieburg,A60-A79,W,1,0,2020-03-20
149441,Hessen,LK Groß-Gerau,A05-A14,M,2,0,2020-03-18
149442,Hessen,LK Groß-Gerau,A15-A34,M,1,0,2020-03-16
149443,Hessen,LK Groß-Gerau,A15-A34,M,7,0,2020-03-20
149444,Hessen,LK Groß-Gerau,A15-A34,W,1,0,2020-03-16
149445,Hessen,LK Groß-Gerau,A15-A34,W,1,0,2020-03-18
149446,Hessen,LK Groß-Gerau,A15-A34,W,1,0,2020-03-20
149447,Hessen,LK Groß-Gerau,A35-A59,M,1,0,2020-03-13
149448,Hessen,LK Groß-Gerau,A35-A59,M,3,0,2020-03-16
149449,Hessen,LK Groß-Gerau,A35-A59,M,4,0,2020-03-18
149450,Hessen,LK Groß-Gerau,A35-A59,M,3,0,2020-03-19
149451,Hessen,LK Groß-Gerau,A35-A59,M,9,0,2020-03-20
149452,Hessen,LK Groß-Gerau,A35-A59,W,1,0,2020-03-01
149453,Hessen,LK Groß-Gerau,A35-A59,W,1,0,2020-03-16
149454,Hessen,LK Groß-Gerau,A35-A59,W,3,0,2020-03-18
149455,Hessen,LK Groß-Gerau,A35-A59,W,4,0,2020-03-19
149456,Hessen,LK Groß-Gerau,A35-A59,W,3,0,2020-03-20
149457,Hessen,LK Groß-Gerau,A60-A79,M,1,0,2020-03-12
149458,Hessen,LK Groß-Gerau,A60-A79,M,1,0,2020-03-19
149459,Hessen,LK Groß-Gerau,A60-A79,M,3,0,2020-03-20
149460,Hessen,LK Groß-Gerau,A60-A79,W,1,0,2020-03-16
149461,Hessen,LK Groß-Gerau,A60-A79,W,1,0,2020-03-17
149462,Hessen,LK Groß-Gerau,A60-A79,W,2,0,2020-03-19
149463,Hessen,LK Groß-Gerau,A80+,M,1,0,2020-03-19
149464,Hessen,LK Groß-Gerau,A80+,M,1,0,2020-03-20
149465,Hessen,LK Hochtaunuskreis,A05-A14,W,1,0,2020-03-17
149466,Hessen,LK Hochtaunuskreis,A05-A14,W,2,0,2020-03-19
149467,Hessen,LK Hochtaunuskreis,A15-A34,M,1,0,2020-03-02
149468,Hessen,LK Hochtaunuskreis,A15-A34,M,1,0,2020-03-17
149469,Hessen,LK Hochtaunuskreis,A15-A34,M,2,0,2020-03-18
149470,Hessen,LK Hochtaunuskreis,A35-A59,M,1,0,2020-03-12
149471,Hessen,LK Hochtaunuskreis,A35-A59,M,3,0,2020-03-15
149472,Hessen,LK Hochtaunuskreis,A35-A59,M,6,0,2020-03-16
149473,Hessen,LK Hochtaunuskreis,A35-A59,M,1,0,2020-03-17
149474,Hessen,LK Hochtaunuskreis,A35-A59,M,3,0,2020-03-18
149475,Hessen,LK Hochtaunuskreis,A35-A59,M,6,0,2020-03-19
149476,Hessen,LK Hochtaunuskreis,A35-A59,W,1,0,2020-03-09
149477,Hessen,LK Hochtaunuskreis,A35-A59,W,1,0,2020-03-13
149478,Hessen,LK Hochtaunuskreis,A35-A59,W,2,0,2020-03-14
149479,Hessen,LK Hochtaunuskreis,A35-A59,W,1,0,2020-03-15
149480,Hessen,LK Hochtaunuskreis,A35-A59,W,2,0,2020-03-16
149481,Hessen,LK Hochtaunuskreis,A35-A59,W,3,0,2020-03-18
149482,Hessen,LK Hochtaunuskreis,A35-A59,W,3,0,2020-03-19
149483,Hessen,LK Hochtaunuskreis,A60-A79,M,2,0,2020-03-19
149484,Hessen,LK Hochtaunuskreis,A60-A79,M,2,0,2020-03-20
149485,Hessen,LK Hochtaunuskreis,A60-A79,W,1,0,2020-03-14
149486,Hessen,LK Hochtaunuskreis,A60-A79,W,1,0,2020-03-17
149487,Hessen,LK Hochtaunuskreis,A60-A79,W,1,0,2020-03-18
149488,Hessen,LK Hochtaunuskreis,A60-A79,W,1,0,2020-03-19
149489,Hessen,LK Hochtaunuskreis,A60-A79,W,1,0,2020-03-20
149490,Hessen,LK Hochtaunuskreis,A80+,W,1,0,2020-03-13
149491,Hessen,LK Hochtaunuskreis,A80+,W,1,0,2020-03-16
149492,Hessen,LK Main-Kinzig-Kreis,A15-A34,M,1,0,2020-03-17
149493,Hessen,LK Main-Kinzig-Kreis,A15-A34,M,2,0,2020-03-18
149494,Hessen,LK Main-Kinzig-Kreis,A35-A59,M,2,0,2020-03-11
149495,Hessen,LK Main-Kinzig-Kreis,A35-A59,M,3,0,2020-03-12
149496,Hessen,LK Main-Kinzig-Kreis,A35-A59,M,2,0,2020-03-13
149497,Hessen,LK Main-Kinzig-Kreis,A35-A59,M,3,0,2020-03-14
149498,Hessen,LK Main-Kinzig-Kreis,A35-A59,M,3,0,2020-03-16
149499,Hessen,LK Main-Kinzig-Kreis,A35-A59,M,2,0,2020-03-19
149500,Hessen,LK Main-Kinzig-Kreis,A35-A59,M,1,0,2020-03-20
149501,Hessen,LK Main-Kinzig-Kreis,A35-A59,W,1,0,2020-03-03
149502,Hessen,LK Main-Kinzig-Kreis,A35-A59,W,1,0,2020-03-09
149503,Hessen,LK Main-Kinzig-Kreis,A35-A59,W,1,0,2020-03-10
149504,Hessen,LK Main-Kinzig-Kreis,A35-A59,W,3,0,2020-03-11
149505,Hessen,LK Main-Kinzig-Kreis,A35-A59,W,3,0,2020-03-12
149506,Hessen,LK Main-Kinzig-Kreis,A35-A59,W,4,0,2020-03-13
149507,Hessen,LK Main-Kinzig-Kreis,A35-A59,W,2,0,2020-03-14
149508,Hessen,LK Main-Kinzig-Kreis,A35-A59,W,2,0,2020-03-17
149509,Hessen,LK Main-Kinzig-Kreis,A35-A59,W,4,0,2020-03-18
149510,Hessen,LK Main-Kinzig-Kreis,A35-A59,W,1,0,2020-03-19
149511,Hessen,LK Main-Kinzig-Kreis,A35-A59,W,1,0,2020-03-20
149512,Hessen,LK Main-Kinzig-Kreis,A60-A79,M,1,0,2020-03-11
149513,Hessen,LK Main-Kinzig-Kreis,A60-A79,M,2,0,2020-03-12
149514,Hessen,LK Main-Kinzig-Kreis,A60-A79,M,2,0,2020-03-13
149515,Hessen,LK Main-Kinzig-Kreis,A60-A79,M,1,0,2020-03-17
149516,Hessen,LK Main-Kinzig-Kreis,A60-A79,W,1,0,2020-03-14
149517,Hessen,LK Main-Kinzig-Kreis,unbekannt,W,1,0,2020-03-18
149518,Hessen,LK Main-Taunus-Kreis,A15-A34,M,1,0,2020-03-18
149519,Hessen,LK Main-Taunus-Kreis,A15-A34,W,1,0,2020-03-16
149520,Hessen,LK Main-Taunus-Kreis,A35-A59,M,1,0,2020-03-12
149521,Hessen,LK Main-Taunus-Kreis,A35-A59,M,4,0,2020-03-13
149522,Hessen,LK Main-Taunus-Kreis,A35-A59,M,1,0,2020-03-16
149523,Hessen,LK Main-Taunus-Kreis,A35-A59,M,1,0,2020-03-17
149524,Hessen,LK Main-Taunus-Kreis,A35-A59,M,6,0,2020-03-18
149525,Hessen,LK Main-Taunus-Kreis,A35-A59,M,2,0,2020-03-19
149526,Hessen,LK Main-Taunus-Kreis,A35-A59,unbekannt,1,0,2020-03-18
149527,Hessen,LK Main-Taunus-Kreis,A35-A59,W,1,0,2020-03-10
149528,Hessen,LK Main-Taunus-Kreis,A35-A59,W,1,0,2020-03-11
149529,Hessen,LK Main-Taunus-Kreis,A35-A59,W,2,0,2020-03-13
149530,Hessen,LK Main-Taunus-Kreis,A35-A59,W,2,0,2020-03-16
149531,Hessen,LK Main-Taunus-Kreis,A35-A59,W,1,0,2020-03-17
149532,Hessen,LK Main-Taunus-Kreis,A35-A59,W,1,0,2020-03-18
149533,Hessen,LK Main-Taunus-Kreis,A35-A59,W,5,0,2020-03-19
149534,Hessen,LK Main-Taunus-Kreis,A60-A79,M,1,0,2020-03-10
149535,Hessen,LK Main-Taunus-Kreis,A60-A79,M,4,0,2020-03-19
149536,Hessen,LK Main-Taunus-Kreis,A60-A79,W,1,0,2020-03-13
149537,Hessen,LK Main-Taunus-Kreis,A60-A79,W,1,0,2020-03-16
149538,Hessen,LK Main-Taunus-Kreis,A60-A79,W,1,0,2020-03-19
149539,Hessen,LK Odenwaldkreis,A15-A34,W,1,0,2020-03-17
149540,Hessen,LK Odenwaldkreis,A15-A34,W,1,0,2020-03-19
149541,Hessen,LK Odenwaldkreis,A35-A59,M,1,0,2020-03-14
149542,Hessen,LK Odenwaldkreis,A35-A59,M,4,0,2020-03-17
149543,Hessen,LK Odenwaldkreis,A35-A59,M,1,0,2020-03-19
149544,Hessen,LK Odenwaldkreis,A35-A59,M,1,0,2020-03-20
149545,Hessen,LK Odenwaldkreis,A35-A59,W,1,0,2020-03-14
149546,Hessen,LK Odenwaldkreis,A35-A59,W,1,0,2020-03-17
149547,Hessen,LK Odenwaldkreis,A35-A59,W,1,0,2020-03-18
149548,Hessen,LK Odenwaldkreis,A60-A79,M,2,0,2020-03-20
149549,Hessen,LK Odenwaldkreis,A60-A79,W,1,0,2020-03-18
149550,Hessen,LK Offenbach,A05-A14,M,1,0,2020-03-13
149551,Hessen,LK Offenbach,A15-A34,M,1,0,2020-03-11
149552,Hessen,LK Offenbach,A15-A34,M,1,0,2020-03-12
149553,Hessen,LK Offenbach,A15-A34,M,1,0,2020-03-15
149554,Hessen,LK Offenbach,A15-A34,M,1,0,2020-03-16
149555,Hessen,LK Offenbach,A15-A34,M,2,0,2020-03-19
149556,Hessen,LK Offenbach,A15-A34,W,2,0,2020-03-17
149557,Hessen,LK Offenbach,A15-A34,W,1,0,2020-03-18
149558,Hessen,LK Offenbach,A15-A34,W,1,0,2020-03-19
149559,Hessen,LK Offenbach,A15-A34,W,1,0,2020-03-20
149560,Hessen,LK Offenbach,A35-A59,M,1,0,2020-03-07
149561,Hessen,LK Offenbach,A35-A59,M,1,0,2020-03-10
149562,Hessen,LK Offenbach,A35-A59,M,2,0,2020-03-12
149563,Hessen,LK Offenbach,A35-A59,M,3,0,2020-03-13
149564,Hessen,LK Offenbach,A35-A59,M,2,0,2020-03-15
149565,Hessen,LK Offenbach,A35-A59,M,3,0,2020-03-17
149566,Hessen,LK Offenbach,A35-A59,M,1,0,2020-03-18
149567,Hessen,LK Offenbach,A35-A59,M,2,0,2020-03-19
149568,Hessen,LK Offenbach,A35-A59,W,1,0,2020-03-09
149569,Hessen,LK Offenbach,A35-A59,W,1,0,2020-03-14
149570,Hessen,LK Offenbach,A35-A59,W,3,0,2020-03-16
149571,Hessen,LK Offenbach,A35-A59,W,2,0,2020-03-17
149572,Hessen,LK Offenbach,A35-A59,W,2,0,2020-03-18
149573,Hessen,LK Offenbach,A35-A59,W,2,0,2020-03-19
149574,Hessen,LK Offenbach,A60-A79,M,2,0,2020-03-19
149575,Hessen,LK Offenbach,A60-A79,W,2,0,2020-03-13
149576,Hessen,LK Offenbach,A60-A79,W,1,0,2020-03-18
149577,Hessen,LK Offenbach,A80+,W,1,1,2020-03-20
149578,Hessen,LK Rheingau-Taunus-Kreis,A05-A14,M,1,0,2020-03-19
149579,Hessen,LK Rheingau-Taunus-Kreis,A15-A34,M,2,0,2020-03-18
149580,Hessen,LK Rheingau-Taunus-Kreis,A15-A34,W,1,0,2020-03-11
149581,Hessen,LK Rheingau-Taunus-Kreis,A15-A34,W,1,0,2020-03-13
149582,Hessen,LK Rheingau-Taunus-Kreis,A15-A34,W,1,0,2020-03-14
149583,Hessen,LK Rheingau-Taunus-Kreis,A15-A34,W,1,0,2020-03-18
149584,Hessen,LK Rheingau-Taunus-Kreis,A35-A59,M,1,0,2020-03-09
149585,Hessen,LK Rheingau-Taunus-Kreis,A35-A59,M,2,0,2020-03-10
149586,Hessen,LK Rheingau-Taunus-Kreis,A35-A59,M,1,0,2020-03-11
149587,Hessen,LK Rheingau-Taunus-Kreis,A35-A59,M,1,0,2020-03-13
149588,Hessen,LK Rheingau-Taunus-Kreis,A35-A59,M,3,0,2020-03-19
149589,Hessen,LK Rheingau-Taunus-Kreis,A35-A59,W,1,0,2020-03-07
149590,Hessen,LK Rheingau-Taunus-Kreis,A35-A59,W,1,0,2020-03-09
149591,Hessen,LK Rheingau-Taunus-Kreis,A35-A59,W,1,0,2020-03-10
149592,Hessen,LK Rheingau-Taunus-Kreis,A35-A59,W,2,0,2020-03-11
149593,Hessen,LK Rheingau-Taunus-Kreis,A35-A59,W,2,0,2020-03-13
149594,Hessen,LK Rheingau-Taunus-Kreis,A35-A59,W,1,0,2020-03-16
149595,Hessen,LK Rheingau-Taunus-Kreis,A35-A59,W,2,0,2020-03-19
149596,Hessen,LK Rheingau-Taunus-Kreis,A60-A79,M,1,0,2020-03-11
149597,Hessen,LK Rheingau-Taunus-Kreis,A60-A79,M,2,0,2020-03-13
149598,Hessen,LK Rheingau-Taunus-Kreis,A60-A79,M,1,0,2020-03-19
149599,Hessen,LK Rheingau-Taunus-Kreis,A60-A79,W,1,0,2020-03-09
149600,Hessen,LK Rheingau-Taunus-Kreis,A60-A79,W,1,0,2020-03-11
149601,Hessen,LK Wetteraukreis,A15-A34,M,1,0,2020-03-19
149602,Hessen,LK Wetteraukreis,A15-A34,W,1,0,2020-03-11
149603,Hessen,LK Wetteraukreis,A35-A59,M,1,0,2020-03-12
149604,Hessen,LK Wetteraukreis,A35-A59,M,2,0,2020-03-13
149605,Hessen,LK Wetteraukreis,A35-A59,M,5,0,2020-03-14
149606,Hessen,LK Wetteraukreis,A35-A59,M,3,0,2020-03-15
149607,Hessen,LK Wetteraukreis,A35-A59,M,2,0,2020-03-16
149608,Hessen,LK Wetteraukreis,A35-A59,M,4,0,2020-03-17
149609,Hessen,LK Wetteraukreis,A35-A59,M,1,0,2020-03-18
149610,Hessen,LK Wetteraukreis,A35-A59,M,2,0,2020-03-19
149611,Hessen,LK Wetteraukreis,A35-A59,M,1,0,2020-03-20
149612,Hessen,LK Wetteraukreis,A35-A59,W,1,0,2020-03-14
149613,Hessen,LK Wetteraukreis,A35-A59,W,1,0,2020-03-16
149614,Hessen,LK Wetteraukreis,A35-A59,W,3,0,2020-03-17
149615,Hessen,LK Wetteraukreis,A35-A59,W,2,0,2020-03-18
149616,Hessen,LK Wetteraukreis,A35-A59,W,1,0,2020-03-19
149617,Hessen,LK Wetteraukreis,A60-A79,M,2,0,2020-03-17
149618,Hessen,LK Wetteraukreis,A60-A79,M,2,0,2020-03-19
149619,Hessen,LK Wetteraukreis,A60-A79,W,2,0,2020-03-19
149620,Hessen,LK Wetteraukreis,A80+,M,1,0,2020-03-17
149621,Hessen,LK Gießen,A05-A14,W,1,0,2020-03-18
149622,Hessen,LK Gießen,A15-A34,M,1,0,2020-03-01
149623,Hessen,LK Gießen,A15-A34,M,1,0,2020-03-14
149624,Hessen,LK Gießen,A15-A34,M,1,0,2020-03-16
149625,Hessen,LK Gießen,A15-A34,M,4,0,2020-03-17
149626,Hessen,LK Gießen,A15-A34,M,1,0,2020-03-18
149627,Hessen,LK Gießen,A15-A34,W,1,0,2020-02-28
149628,Hessen,LK Gießen,A15-A34,W,2,0,2020-03-17
149629,Hessen,LK Gießen,A35-A59,M,1,0,2020-03-10
149630,Hessen,LK Gießen,A35-A59,M,1,0,2020-03-13
149631,Hessen,LK Gießen,A35-A59,M,2,0,2020-03-14
149632,Hessen,LK Gießen,A35-A59,M,1,0,2020-03-16
149633,Hessen,LK Gießen,A35-A59,M,2,0,2020-03-17
149634,Hessen,LK Gießen,A35-A59,M,6,0,2020-03-18
149635,Hessen,LK Gießen,A35-A59,W,1,0,2020-03-10
149636,Hessen,LK Gießen,A35-A59,W,1,0,2020-03-13
149637,Hessen,LK Gießen,A35-A59,W,2,0,2020-03-16
149638,Hessen,LK Gießen,A35-A59,W,1,0,2020-03-17
149639,Hessen,LK Gießen,A35-A59,W,3,0,2020-03-18
149640,Hessen,LK Gießen,A60-A79,M,1,0,2020-03-14
149641,Hessen,LK Gießen,A60-A79,M,1,0,2020-03-18
149642,Hessen,LK Gießen,A60-A79,W,1,0,2020-03-07
149643,Hessen,LK Gießen,A60-A79,W,1,0,2020-03-14
149644,Hessen,LK Lahn-Dill-Kreis,A15-A34,M,1,0,2020-03-01
149645,Hessen,LK Lahn-Dill-Kreis,A15-A34,W,1,0,2020-03-13
149646,Hessen,LK Lahn-Dill-Kreis,A15-A34,W,2,0,2020-03-15
149647,Hessen,LK Lahn-Dill-Kreis,A35-A59,M,1,0,2020-03-01
149648,Hessen,LK Lahn-Dill-Kreis,A35-A59,M,1,0,2020-03-12
149649,Hessen,LK Lahn-Dill-Kreis,A35-A59,M,1,0,2020-03-13
149650,Hessen,LK Lahn-Dill-Kreis,A35-A59,M,2,0,2020-03-15
149651,Hessen,LK Lahn-Dill-Kreis,A35-A59,M,2,0,2020-03-18
149652,Hessen,LK Lahn-Dill-Kreis,A35-A59,M,5,0,2020-03-19
149653,Hessen,LK Lahn-Dill-Kreis,A35-A59,W,2,0,2020-03-09
149654,Hessen,LK Lahn-Dill-Kreis,A35-A59,W,1,0,2020-03-13
149655,Hessen,LK Lahn-Dill-Kreis,A35-A59,W,3,0,2020-03-15
149656,Hessen,LK Lahn-Dill-Kreis,A35-A59,W,3,0,2020-03-18
149657,Hessen,LK Lahn-Dill-Kreis,A35-A59,W,3,0,2020-03-19
149658,Hessen,LK Lahn-Dill-Kreis,A60-A79,M,1,0,2020-03-18
149659,Hessen,LK Lahn-Dill-Kreis,A60-A79,M,1,0,2020-03-19
149660,Hessen,LK Lahn-Dill-Kreis,A60-A79,W,1,0,2020-03-13
149661,Hessen,LK Lahn-Dill-Kreis,A60-A79,W,1,0,2020-03-18
149662,Hessen,LK Limburg-Weilburg,A05-A14,W,2,0,2020-03-17
149663,Hessen,LK Limburg-Weilburg,A15-A34,M,1,0,2020-03-14
149664,Hessen,LK Limburg-Weilburg,A15-A34,M,2,0,2020-03-18
149665,Hessen,LK Limburg-Weilburg,A15-A34,M,1,0,2020-03-19
149666,Hessen,LK Limburg-Weilburg,A15-A34,W,4,0,2020-03-18
149667,Hessen,LK Limburg-Weilburg,A15-A34,W,1,0,2020-03-20
149668,Hessen,LK Limburg-Weilburg,A35-A59,M,1,0,2020-03-14
149669,Hessen,LK Limburg-Weilburg,A35-A59,M,1,0,2020-03-17
149670,Hessen,LK Limburg-Weilburg,A35-A59,M,10,0,2020-03-18
149671,Hessen,LK Limburg-Weilburg,A35-A59,M,2,0,2020-03-19
149672,Hessen,LK Limburg-Weilburg,A35-A59,M,1,0,2020-03-20
149673,Hessen,LK Limburg-Weilburg,A35-A59,W,3,0,2020-03-17
149674,Hessen,LK Limburg-Weilburg,A35-A59,W,7,0,2020-03-18
149675,Hessen,LK Limburg-Weilburg,A60-A79,M,1,0,2020-03-17
149676,Hessen,LK Limburg-Weilburg,A60-A79,M,2,0,2020-03-18
149677,Hessen,LK Limburg-Weilburg,A60-A79,W,2,0,2020-03-16
149678,Hessen,LK Limburg-Weilburg,A60-A79,W,2,0,2020-03-18
149679,Hessen,LK Limburg-Weilburg,A80+,M,1,0,2020-03-13
149680,Hessen,LK Marburg-Biedenkopf,A15-A34,M,1,0,2020-03-16
149681,Hessen,LK Marburg-Biedenkopf,A15-A34,M,1,0,2020-03-17
149682,Hessen,LK Marburg-Biedenkopf,A15-A34,M,2,0,2020-03-18
149683,Hessen,LK Marburg-Biedenkopf,A15-A34,W,2,0,2020-03-16
149684,Hessen,LK Marburg-Biedenkopf,A15-A34,W,1,0,2020-03-20
149685,Hessen,LK Marburg-Biedenkopf,A35-A59,M,3,0,2020-03-09
149686,Hessen,LK Marburg-Biedenkopf,A35-A59,M,1,0,2020-03-11
149687,Hessen,LK Marburg-Biedenkopf,A35-A59,M,1,0,2020-03-13
149688,Hessen,LK Marburg-Biedenkopf,A35-A59,M,6,0,2020-03-16
149689,Hessen,LK Marburg-Biedenkopf,A35-A59,M,2,0,2020-03-20
149690,Hessen,LK Marburg-Biedenkopf,A35-A59,W,3,0,2020-03-09
149691,Hessen,LK Marburg-Biedenkopf,A35-A59,W,1,0,2020-03-16
149692,Hessen,LK Marburg-Biedenkopf,A35-A59,W,1,0,2020-03-18
149693,Hessen,LK Marburg-Biedenkopf,A35-A59,W,2,0,2020-03-20
149694,Hessen,LK Marburg-Biedenkopf,A60-A79,M,3,0,2020-03-16
149695,Hessen,LK Marburg-Biedenkopf,A60-A79,M,2,0,2020-03-17
149696,Hessen,LK Marburg-Biedenkopf,A60-A79,M,1,0,2020-03-18
149697,Hessen,LK Marburg-Biedenkopf,A60-A79,W,1,0,2020-03-16
149698,Hessen,LK Marburg-Biedenkopf,A60-A79,W,1,0,2020-03-17
149699,Hessen,LK Vogelsbergkreis,A15-A34,M,2,0,2020-03-19
149700,Hessen,LK Vogelsbergkreis,A15-A34,W,1,0,2020-03-05
149701,Hessen,LK Vogelsbergkreis,A35-A59,M,1,0,2020-03-11
149702,Hessen,LK Vogelsbergkreis,A35-A59,M,1,0,2020-03-13
149703,Hessen,LK Vogelsbergkreis,A35-A59,M,1,0,2020-03-16
149704,Hessen,LK Vogelsbergkreis,A35-A59,M,1,0,2020-03-17
